logid,date,staffnumber,projectid,hours
3654233,2020-09-15,3535,20448,7.5
3654234,2020-09-16,3535,20448,7.5
3654235,2020-09-17,3535,20448,7.5
3654236,2020-09-18,3535,20448,7.5
3654237,2020-09-21,3535,20448,7.5
3654238,2020-09-22,3535,20448,7.5
3654240,2020-09-23,3535,25767,7.5
3654241,2020-09-24,3535,20448,7.5
3654242,2020-09-25,3535,20448,7.5
3661896,2020-10-28,5689,21537,7.5
3661897,2020-10-29,5689,15362,7.5
3661898,2020-10-30,5689,15362,7.5
3661899,2020-11-02,5689,21537,7.5
3661900,2020-11-03,5689,15362,8.5
3661906,2020-11-03,3636,15452,0.5
3661921,2020-11-03,3636,26956,1
3661922,2020-11-03,3636,26957,1
3661923,2020-11-03,3636,15452,0.25
3662023,2020-11-04,5727,18201,7.5
3662027,2020-11-04,3636,18285,1
3662028,2020-11-04,3636,15452,1.5
3662029,2020-11-06,3636,15452,2
3662030,2020-11-04,3636,26952,1
3662031,2020-11-04,3636,19348,0.5
3662032,2020-11-04,3636,19348,1
3662033,2020-11-04,3636,15452,0.5
3662090,2020-11-05,5727,18201,7.5
3662152,2020-11-02,5722,18201,7.5
3662153,2020-11-03,5722,18201,3.75
3662154,2020-11-04,5722,18201,7.5
3662155,2020-11-05,5722,18201,7.5
3662156,2020-11-06,5722,18201,7.5
3662157,2020-11-02,3631,21537,7.5
3662158,2020-11-03,3631,21537,7.5
3662159,2020-11-04,3631,21537,7.5
3662160,2020-11-05,3631,21537,7.5
3662161,2020-11-06,3631,21537,7.5
3662181,2020-11-05,3636,15452,2.5
3662182,2020-11-05,3636,15452,2.75
3662183,2020-11-05,3636,15451,1
3662184,2020-11-05,3636,19348,0.25
3662185,2020-11-04,3636,15357,0.5
3662215,2020-11-06,5727,18201,7.5
3662427,2020-11-06,3636,15452,3
3662428,2020-11-04,3636,15451,2
3662429,2020-11-06,3636,25767,0.5
3662430,2020-11-06,3636,15452,2
3662496,2020-11-09,5727,18201,7.5
3662584,2020-10-26,3535,20448,7.5
3662585,2020-10-27,3535,20448,7.5
3662586,2020-10-28,3535,20448,7.5
3662587,2020-10-29,3535,20448,7.5
3662588,2020-10-30,3535,20448,7.5
3662589,2020-11-02,3535,20448,7.5
3662591,2020-11-03,3535,20448,7.5
3662592,2020-11-04,3535,20448,7.5
3662594,2020-11-05,3535,20448,7.5
3662595,2020-11-06,3535,20448,7.5
3662633,2020-11-04,5689,15362,7.5
3662634,2020-11-05,5689,21537,7.5
3662635,2020-11-06,5689,15362,7.5
3662773,2020-11-09,3636,19348,4
3662876,2020-11-09,5689,15362,4.5
3662877,2020-12-29,3631,21537,7.5
3662878,2020-12-30,3631,21537,7.5
3662879,2020-12-31,3631,21537,7.5
3662882,2020-12-01,3636,19348,7.5
3669515,2020-12-28,5722,18201,7.5
3669520,2020-12-28,5727,18201,7.5
3669522,2020-12-28,3636,19348,7.5
3669531,2020-12-28,3631,21537,7.5
3669552,2020-12-28,5689,15362,7.5
3669563,2021-01-01,3535,20448,7.5
3669582,2021-01-01,5722,18201,7.5
3669587,2021-01-01,5727,18201,7.5
3669589,2021-01-01,3636,19348,7.5
3669598,2021-01-01,3631,21537,7.5
3669619,2021-01-01,5689,15362,7.5
3669627,2020-12-10,5727,18201,7.5
3669744,2020-12-11,5689,15362,3
3669775,2020-12-11,5727,18201,7.5
3669823,2020-12-07,5722,18201,7.5
3669824,2020-12-08,5722,18201,7.5
3669825,2020-12-09,5722,18201,7.5
3669826,2020-12-10,5722,18201,7.5
3669827,2020-12-11,5722,18201,4.5
3669828,2020-12-07,3631,21537,7.5
3669829,2020-12-08,3631,21537,6.5
3669830,2020-12-09,3631,21537,7.5
3669831,2020-12-10,3631,21537,7.5
3669832,2020-12-11,3631,21537,7.5
3670057,2020-12-14,5727,18201,7.5
3670214,2020-12-15,5727,18201,7.5
3670215,2020-12-09,5689,21537,7.5
3670216,2020-12-08,5689,21537,7.5
3670217,2020-12-10,5689,21537,5.5
3670218,2020-12-14,5689,21537,7.5
3670219,2020-12-11,5689,15362,4.5
3670221,2020-12-07,5689,21537,7.5
3670231,2020-12-15,5689,21537,7.5
3670232,2020-12-17,5689,21537,7.5
3670233,2020-12-16,5689,21537,5.5
3670234,2020-12-18,5689,21537,7.5
3670383,2020-12-16,5727,18201,7.5
3676182,2021-01-27,5727,18201,7.5
3676316,2021-01-28,5727,18201,7.5
3676414,2021-01-29,5727,18201,7.5
3676595,2021-01-26,5722,18201,7.5
3676596,2021-01-27,5722,18201,7.5
3676597,2021-01-28,5722,18201,7.5
3676598,2021-01-29,5722,18201,6.5
3676599,2021-01-29,5722,26994,1
3676600,2021-01-29,3631,21537,5.5
3676601,2021-01-26,3631,21537,7.5
3676602,2021-01-27,3631,21537,7.5
3676603,2021-01-28,3631,21537,7.5
3677065,2021-02-15,3535,20448,7.5
3677085,2021-02-15,5722,18201,7.5
3677090,2021-02-15,5727,18201,7.5
3677092,2021-02-15,3636,19348,7.5
3677101,2021-02-15,3631,21537,7.5
3680924,2021-02-23,5727,18201,7.5
3680990,2021-02-24,5727,18201,7.5
3681017,2021-02-22,5722,18201,7.5
3681018,2021-02-23,5722,18201,7.5
3681019,2021-02-24,5722,18201,7.5
3681020,2021-02-25,5722,18201,7.5
3681021,2021-02-26,5722,18201,7
3681022,2021-02-22,3631,21537,7.5
3681023,2021-02-23,3631,21537,7.5
3681024,2021-02-24,3631,21537,7.5
3674004,2021-01-13,3631,21537,7.5
3674005,2021-01-14,3631,21537,7.5
3674006,2021-01-15,3631,21537,7.5
3674007,2021-01-08,3631,21537,5.5
3674145,2021-01-15,5727,18201,7.5
3674183,2021-01-15,5722,26994,3
3684754,2021-03-09,3636,25717,1
3684755,2021-03-09,3636,27017,1.5
3684849,2021-03-10,5727,18201,7.5
3684922,2021-03-11,5727,18201,7.5
3684952,2021-03-10,3636,19348,2
3685995,2021-03-12,5727,18201,7.5
3686047,2021-03-01,5689,21537,7.5
3686048,2021-03-02,5689,21537,7.5
3686049,2021-03-03,5689,21537,8.5
3686050,2021-03-04,5689,21537,7.5
3686051,2021-03-05,5689,21537,6
3686052,2021-03-08,5689,21537,6.5
3686053,2021-03-09,5689,21537,8.5
3686054,2021-03-10,5689,15362,7.5
3686055,2021-03-11,5689,15362,7
3686056,2021-03-12,5689,15362,7.5
3686098,2021-03-12,3636,27034,1
3686099,2021-03-12,3636,27035,1
3686326,2021-03-12,3636,19348,1.75
3686327,2021-03-12,3636,15452,2.75
3686331,2021-03-10,3636,19348,2
3686334,2021-03-09,3636,19348,2
3686335,2021-03-12,3636,26988,0.5
3686336,2021-03-12,3636,19348,0.25
3686337,2021-03-15,3636,18285,0.5
3686338,2021-03-15,3636,19348,0.25
3686339,2021-03-15,3636,27028,0.5
3686340,2021-03-15,3636,27016,1
3686342,2021-03-11,3636,27022,0.5
3686343,2021-03-11,3636,15452,0.5
3686345,2021-03-11,3636,19348,2.5
3686347,2021-03-11,3636,19348,1
3686350,2021-03-11,3636,19348,0.5
3686351,2021-03-11,3636,19348,2.5
3686352,2021-03-11,3636,27028,0.5
3686353,2021-03-10,3636,26896,0.5
3686354,2021-03-10,3636,15357,1
3686356,2021-03-10,3636,27022,0.5
3686357,2021-03-10,3636,19348,0.5
3686358,2021-03-10,3636,26896,0.5
3686359,2021-03-09,3636,27010,1
3686361,2021-03-09,3636,27015,1
3686363,2021-03-05,3636,26896,1.75
3686366,2021-03-10,3636,15452,0.5
3686367,2021-03-05,3636,15452,1
3686368,2021-03-05,3636,19348,1.5
3686369,2021-03-05,3636,15452,0.25
3686370,2021-03-04,3636,15452,1
3686371,2021-03-03,3636,15452,0.5
3686372,2021-03-03,3636,27028,1
3686373,2021-03-03,3636,27017,1
3686374,2021-03-03,3636,19348,1
3686375,2021-03-03,3636,26967,0.5
3686376,2021-03-02,3636,26896,2
3686377,2021-03-02,3636,19348,1
3686378,2021-03-01,3636,15452,2.5
3686379,2021-03-01,3636,19348,0.5
3686380,2021-03-01,3636,27017,0.5
3686381,2021-03-02,3636,19348,2.5
3686382,2021-03-03,3636,19348,2
3686383,2021-03-03,3636,15452,1.5
3686384,2021-03-04,3636,19348,2
3686385,2021-03-01,3535,20448,7.5
3686386,2021-03-02,3535,20448,7.5
3686387,2021-03-03,3535,20448,7.5
3686388,2021-03-04,3535,20448,7.5
3686389,2021-03-05,3535,20448,7.5
3686390,2021-03-08,3535,20448,7.5
3686391,2021-03-09,3535,25717,7.5
3686392,2021-03-10,3535,20448,7.5
3686393,2021-03-11,3535,20448,7.5
3686394,2021-03-12,3535,20448,7.5
3686432,2021-03-15,5727,18201,7.5
3686477,2021-03-15,3636,19348,1
3686478,2021-03-15,3636,15357,0.5
3686479,2021-03-12,3636,15357,0.5
3686494,2021-03-15,3636,15452,1
3667311,2020-12-01,5722,18201,7.5
3667312,2020-12-02,5722,18201,7.5
3667313,2020-12-03,5722,18201,7.5
3667314,2020-12-04,5722,18201,7.5
3667547,2020-12-03,5727,18201,7.5
3667647,2020-12-04,5727,18201,7.5
3667689,2020-12-08,3631,21537,1
3667719,2020-12-04,3636,26917,1
3680196,2021-02-17,3636,15452,3
3680197,2021-02-17,3636,19348,1
3680199,2021-02-16,3636,19348,3
3680662,2021-02-19,5727,18201,7.5
3680663,2021-02-17,5727,18201,7.5
3680664,2021-02-18,5727,18201,7.5
3680690,2021-02-19,5722,26994,1.5
3680832,2021-02-22,5727,18201,3.5
3680877,2021-02-22,5727,18201,4
3680879,2021-03-05,3631,21537,4
3686669,2021-03-16,5727,18201,7.5
3686865,2021-03-15,3631,25782,7.5
3686866,2021-03-16,3631,25782,7.5
3686867,2021-03-17,3631,25782,7.5
3686868,2021-03-18,3631,25782,7.5
3686869,2021-03-19,3631,25782,2.5
3681025,2021-02-25,3631,21537,7.5
3681026,2021-02-26,3631,21537,6
3681139,2021-02-16,5689,21537,7.5
3681140,2021-02-17,5689,21537,7.5
3681141,2021-02-18,5689,21537,7.5
3681142,2021-02-22,5689,21537,7.5
3681143,2021-02-19,5689,21537,7.5
3681144,2021-02-23,5689,21537,8.5
3681145,2021-02-24,5689,21537,7.5
3681146,2021-02-25,5689,21537,8.5
3681147,2021-02-26,5689,21537,7.5
3681259,2021-02-25,5727,18201,7.5
3681260,2021-02-26,5727,18201,7.5
3681305,2021-02-26,5722,27024,0.5
3681332,2021-04-05,3631,21537,7.5
3681333,2021-04-06,3631,21537,7.5
3681334,2021-03-22,3631,21537,7.5
3681335,2021-03-23,3631,21537,7.5
3681336,2021-03-24,3631,21537,7.5
3681337,2021-03-25,3631,21537,7.5
3681338,2021-03-26,3631,21537,7.5
3681339,2021-03-12,3631,21537,7.5
3681359,2021-05-21,3631,21537,7.5
3681360,2021-04-30,3631,21537,7.5
3687431,2021-03-17,5727,18201,7.5
3687447,2021-03-18,5727,18201,7.5
3687516,2021-03-19,5727,18201,7.5
3687633,2021-04-01,5689,15362,7.5
3687634,2021-03-31,5689,15362,7.5
3687675,2021-03-29,3631,26818,7.5
3687676,2021-03-30,3631,26818,7.5
3687799,2021-03-15,5722,26994,4
3687801,2021-03-15,5722,18201,2.5
3687802,2021-03-16,5722,18201,7.5
3687803,2021-03-17,5722,18201,7.5
3687804,2021-03-18,5722,18201,7.5
3687805,2021-03-19,5722,18201,7.5
3687806,2021-03-22,5722,18201,7.5
3687807,2021-03-19,3631,21537,5
3687843,2021-03-22,3636,26949,1
3687844,2021-03-19,3636,26950,1.5
3687845,2021-03-19,3636,26974,1
3687846,2021-03-22,3636,26974,1.5
3687847,2021-03-16,3636,26950,1
3687848,2021-03-16,3636,26949,1.5
3687849,2021-03-22,5727,18201,7.5
3687965,2021-04-02,3535,20448,7.5
3687985,2021-04-02,5722,18201,7.5
3687990,2021-04-02,5727,18201,7.5
3687992,2021-04-02,3636,19348,7.5
3688001,2021-04-02,3631,21537,7.5
3688022,2021-04-02,5689,15362,7.5
3688028,2021-03-23,5727,18201,7.5
3688030,2021-03-15,3535,25794,7.5
3688031,2021-03-16,3535,25794,7.5
3688065,2021-03-17,3535,20448,7.5
3688066,2021-03-18,3535,20448,7.5
3688067,2021-03-19,3535,20448,7.5
3688068,2021-03-22,3535,20448,7.5
3688069,2021-03-23,3535,20448,7.5
3688070,2021-03-24,3535,20448,7.5
3688071,2021-03-25,3535,20448,7.5
3688072,2021-03-26,3535,20448,7.5
3688073,2021-03-29,3535,20448,7.5
3688074,2021-03-30,3535,20448,7.5
3679313,2021-02-08,3631,21537,7.5
3679314,2021-02-11,3631,21537,7.5
3679582,2021-02-16,5727,18201,7.5
3679634,2021-02-12,3636,15452,3
3679635,2021-02-12,3636,19348,3
3679653,2021-02-01,3535,20448,7.5
3679654,2021-02-02,3535,20448,7.5
3679655,2021-02-03,3535,20448,7.5
3679656,2021-02-04,3535,20448,7.5
3679657,2021-02-05,3535,20448,7.5
3679658,2021-02-08,3535,20448,7.5
3679659,2021-02-09,3535,20448,7.5
3679660,2021-02-10,3535,20448,7.5
3679661,2021-02-11,3535,20448,7.5
3679663,2021-02-12,3535,20448,7.5
3679735,2021-02-16,5722,18201,7.5
3679736,2021-02-16,3631,21537,7.5
3679850,2021-02-17,5722,18201,7.5
3679851,2021-02-18,5722,18201,7.5
3679852,2021-02-19,5722,18201,6
3679853,2021-02-17,3631,21537,7.5
3679854,2021-02-18,3631,21537,7.5
3679855,2021-02-19,3631,21537,6
3662996,2020-11-10,3636,15452,1.5
3662999,2020-11-10,3636,19348,0.5
3663000,2020-11-10,5727,18201,7.5
3663040,2020-11-10,3636,15452,1
3663067,2020-11-10,3636,26896,1.5
3663122,2020-11-10,3636,26957,0.5
3663123,2020-11-10,3636,19348,0.5
3663424,2020-11-09,3631,21537,5
3663574,2020-11-09,5722,18201,7.5
3663579,2020-11-10,5722,18201,7.5
3663580,2020-11-13,5722,18201,7.5
3663581,2020-11-12,5722,18201,7.5
3663588,2020-11-09,3631,21537,2.5
3663589,2020-11-10,3631,21537,7.5
3663590,2020-11-12,3631,21537,7.5
3663591,2020-11-13,3631,21537,7.5
3663651,2020-11-13,5727,18201,7.5
3663667,2020-12-11,5722,26973,3
3663670,2020-11-09,5689,15362,3
3663671,2020-11-12,5689,21537,7.5
3663672,2020-11-13,5689,21537,7.5
3663709,2020-11-12,3636,19348,2.5
3663710,2020-11-12,3636,15452,3
3663711,2020-11-12,3636,15357,1
3663712,2020-11-13,3636,15452,3
3663713,2020-11-13,3636,19348,2
3663714,2020-11-13,3636,15452,2
3663717,2020-11-13,3636,18285,1
3663718,2020-11-13,3636,15451,0.5
3663719,2020-11-13,3636,26951,0.5
3663720,2020-11-12,3636,26948,1
3663721,2020-11-12,3636,15452,0.5
3663722,2020-11-13,3636,19348,0.5
3663723,2020-11-13,3636,19348,0.5
3663724,2020-11-12,3636,19348,0.5
3663725,2020-11-16,3636,26967,0.5
3663726,2020-11-16,3636,26974,0.75
3663814,2020-11-16,5727,18201,7.5
3670552,2020-12-17,5727,18201,7.5
3670591,2020-12-11,3636,26921,2
3670699,2020-12-18,5727,18201,7.5
3670703,2020-12-14,3631,21537,7.5
3670704,2020-12-15,3631,21537,7.5
3670705,2020-12-16,3631,21537,7.5
3670706,2020-12-17,3631,21537,7.5
3670707,2020-12-18,3631,21537,7.5
3670708,2020-12-14,5722,18201,7.5
3670709,2020-12-15,5722,18201,7.5
3670710,2020-12-16,5722,18201,7.5
3670711,2020-12-17,5722,18201,7.5
3670712,2020-12-18,5722,18201,5.5
3670713,2020-12-17,5689,15362,3
3670781,2020-12-18,5722,26994,2
3671377,2020-12-21,5727,18201,7.5
3677123,2021-02-15,5689,15362,7.5
3677240,2021-02-01,5727,18201,7.5
3677291,2021-02-01,3636,19348,0.5
3677292,2021-02-01,3636,26949,1
3677293,2021-02-01,3636,15452,2
3677310,2021-01-27,5689,15362,7.5
3677314,2021-01-28,5689,15362,8.5
3677318,2021-01-29,5689,15362,7.5
3677329,2021-02-01,5689,21537,8.5
3677332,2021-02-02,5689,21537,7.5
3677337,2021-02-05,5689,21537,6.5
3677376,2021-01-18,3535,20448,7.5
3677377,2021-01-19,3535,20448,7.5
3677378,2021-01-20,3535,20448,7.5
3677379,2021-01-21,3535,20448,7.5
3677380,2021-01-22,3535,20448,7.5
3677381,2021-01-25,3535,20448,7.5
3677382,2021-01-26,3535,20448,7.5
3677383,2021-01-27,3535,20448,7.5
3677384,2021-01-28,3535,20448,7.5
3677385,2021-01-29,3535,20448,7.5
3677807,2021-02-02,5727,18201,7.5
3678098,2021-02-01,5722,18201,7.5
3678099,2021-02-02,5722,18201,7.5
3678100,2021-02-01,3631,21537,7.5
3678101,2021-02-02,3631,21537,7.5
3682863,2021-02-24,3636,26896,2.5
3682869,2021-02-16,3636,19348,1
3682870,2021-02-17,3636,19348,1
3682873,2021-02-18,3636,19348,4
3682874,2021-02-18,3636,15452,3.5
3682877,2021-02-19,3636,19348,4
3682879,2021-02-19,3636,15452,3
3682883,2021-02-22,3636,27010,1
3682884,2021-02-22,3636,27015,1
3682886,2021-02-22,3636,27016,1
3682887,2021-02-22,3636,27017,1
3682889,2021-02-22,3636,27022,1
3682890,2021-02-22,3636,27023,1
3682892,2021-02-22,3636,19348,1.5
3682896,2021-02-24,3636,15357,0.5
3682897,2021-02-25,3636,15357,0.5
3682900,2021-02-19,3636,19348,0.5
3682908,2021-02-26,3636,19348,1
3682912,2021-02-24,3636,15452,0.5
3682919,2021-02-24,3636,19348,4
3683161,2021-02-16,3535,20448,7.5
3683162,2021-02-17,3535,20448,7.5
3683163,2021-02-18,3535,20448,7.5
3683164,2021-02-19,3535,20448,7.5
3683165,2021-02-22,3535,20448,7.5
3683166,2021-02-23,3535,20448,7.5
3683167,2021-02-24,3535,20448,7.5
3683168,2021-02-25,3535,20448,7.5
3683169,2021-02-26,3535,25717,7.5
3683245,2021-03-03,5727,18201,7.5
3683350,2021-03-04,5727,18201,7.5
3683389,2021-03-01,3636,26926,4
3683390,2021-03-04,3636,26926,4.5
3683391,2021-03-02,3636,26926,2
3683473,2021-03-05,5727,18201,7.5
3683499,2021-03-03,3631,26994,7.5
3683500,2021-03-04,3631,26994,7.5
3683501,2021-03-05,3631,26821,2
3684608,2021-03-05,5722,26994,2
3684612,2021-03-08,5727,18201,7.5
3684645,2021-03-08,3636,27028,2.5
3684648,2021-03-05,3636,26974,1
3684650,2021-03-08,3636,15452,2
3684651,2021-03-05,3636,26949,1
3684652,2021-03-05,3636,19348,1
3684653,2021-03-08,3636,26949,0.5
3684654,2021-03-08,3636,19348,1
3684678,2021-03-08,3636,26995,1
3684695,2021-03-08,3636,18285,0.5
3684714,2021-03-09,5727,18201,7.5
3684715,2021-03-09,3636,19348,1
3684727,2021-03-08,3631,26979,7.5
3684728,2021-03-09,3631,26821,7.5
3684729,2021-03-10,3631,26821,7.5
3684730,2021-03-11,3631,25782,7.5
3690180,2021-03-31,5722,18201,6.5
3690181,2021-03-31,5722,26994,1
3690182,2021-03-31,5727,18201,7.5
3690196,2021-03-31,3535,20448,7.5
3690695,2021-03-29,3636,26917,1
3690696,2021-03-30,3636,26917,1
3690700,2021-04-01,5727,18201,7.5
3690778,2021-04-01,3535,20448,7.5
3690844,2021-04-05,5689,21537,7.5
3690845,2021-03-31,3631,21537,7.5
3667947,2020-11-30,5689,21537,7.5
3667948,2020-12-01,5689,21537,7.5
3667950,2020-12-02,5689,21537,7.5
3667951,2020-12-03,5689,15362,6
3667952,2020-12-03,5689,15362,1
3667955,2020-12-04,5689,21537,7.5
3667970,2020-12-04,3636,15452,3
3668007,2020-12-03,3636,15452,2.5
3668008,2020-12-02,3636,26970,1
3668009,2020-12-02,3636,26971,1
3668010,2020-11-30,3636,15452,3
3668011,2020-12-02,3636,15357,0.5
3668013,2020-12-02,3636,15452,3.75
3668015,2020-12-02,3636,26928,0.5
3668016,2020-12-02,3636,15357,0.75
3668017,2020-12-03,3636,26987,1.5
3668018,2020-11-30,3636,26917,0.5
3668019,2020-11-30,3636,15452,0.5
3668021,2020-11-30,3636,26896,0.5
3668022,2020-12-03,3636,15452,1
3668023,2020-12-03,3636,19348,2
3668024,2020-11-30,3636,19348,3
3668025,2020-12-04,3636,26977,0.5
3668026,2020-12-04,3636,26971,0.5
3668027,2020-12-04,3636,26978,0.5
3668028,2020-12-04,3636,26987,0.5
3668029,2020-12-04,3636,26970,0.5
3668030,2020-12-04,3636,19348,1
3668031,2020-12-03,3636,19348,0.5
3668039,2020-12-07,3636,26988,2
3668194,2020-12-08,5727,18201,7.5
3668218,2020-11-24,3535,20448,7.5
3668219,2020-11-25,3535,20448,7.5
3668220,2020-11-26,3535,20448,7.5
3668221,2020-11-27,3535,20448,7.5
3668222,2020-11-30,3535,20448,7.5
3668223,2020-12-01,3535,20448,7.5
3668224,2020-12-02,3535,20448,7.5
3668225,2020-12-03,3535,20448,7.5
3668226,2020-12-04,3535,20448,7.5
3675327,2021-01-20,5727,18201,7.5
3675538,2021-01-21,5727,18201,7.5
3675574,2021-01-21,5689,15362,9.5
3675617,2021-01-19,3631,21537,7.5
3675618,2021-01-20,3631,21537,7.5
3675619,2021-01-21,3631,21537,7.5
3675620,2021-01-19,5722,18201,7.5
3675621,2021-01-20,5722,18201,7.5
3675622,2021-01-21,5722,18201,7.5
3675623,2021-01-22,5722,18201,7.5
3675625,2021-01-22,5727,18201,7.5
3675774,2021-01-29,3631,21537,2
3675931,2021-01-25,5722,18201,7.5
3675932,2021-01-25,3631,21537,7.5
3675941,2021-01-25,5727,18201,7.5
3675998,2021-01-22,5689,21537,7.5
3675999,2021-01-25,5689,21537,7.5
3676000,2021-01-26,5689,15362,10
3676009,2021-01-26,5727,18201,7.5
3676034,2021-02-12,3631,21537,7.5
3676060,2021-02-05,5689,15362,2
3676061,2021-02-11,5689,15362,2
3682102,2021-03-01,5727,18201,7.5
3682247,2021-03-08,5722,18201,7.5
3682248,2021-03-09,5722,18201,7.5
3682249,2021-03-10,5722,18201,7.5
3682250,2021-03-11,5722,18201,7.5
3682251,2021-03-12,5722,18201,7.5
3682252,2021-06-23,3631,21537,7.5
3682253,2021-06-24,3631,21537,7.5
3682254,2021-03-26,5689,15362,3
3682255,2021-03-11,5689,15362,1
3682256,2021-03-05,5689,15362,1.5
3682257,2021-03-08,5689,15362,2
3682507,2021-03-02,5727,18201,7.5
3682518,2021-03-01,5722,18201,7.5
3682519,2021-03-02,5722,18201,7.5
3682520,2021-03-03,5722,18201,7.5
3682521,2021-03-04,5722,18201,7.5
3682522,2021-03-05,5722,18201,5.5
3682523,2021-03-01,3631,26867,7.5
3682524,2021-03-02,3631,26867,7.5
3682617,2021-02-26,3636,15452,6.5
3682618,2021-02-25,3636,15452,7
3682619,2021-02-23,3636,15452,7.5
3682638,2021-02-16,3636,15357,2
3682639,2021-02-16,3636,15452,1
3682640,2021-02-16,3636,15452,0.5
3682641,2021-02-17,3636,15357,1.5
3682643,2021-02-17,3636,26896,0.5
3682644,2021-02-17,3636,15452,0.5
3689246,2021-03-16,3636,19348,1
3689370,2021-03-30,3636,27048,1.5
3689371,2021-03-30,3636,27049,1.5
3689372,2021-03-30,3636,27050,1.5
3689373,2021-03-30,3636,15452,1
3689376,2021-03-26,3636,19348,1
3689378,2021-03-26,3636,15452,1.5
3689379,2021-03-26,3636,15357,0.5
3689380,2021-03-26,3636,15452,0.5
3689382,2021-03-26,3636,26896,1
3689384,2021-03-26,3636,18285,0.5
3689385,2021-03-23,3636,19348,4.5
3689387,2021-03-23,3636,26967,0.5
3689388,2021-03-22,3636,15452,2
3689390,2021-03-19,3636,26988,1
3689391,2021-03-19,3636,19348,0.5
3689393,2021-03-19,3636,19348,1
3689395,2021-03-19,3636,27016,1
3689396,2021-03-18,3636,21635,2.5
3689398,2021-03-18,3636,19348,2
3689400,2021-03-18,3636,15452,1
3689401,2021-03-17,3636,19348,2
3689403,2021-03-18,3636,19348,2
3689404,2021-03-17,3636,19348,0.5
3689406,2021-03-17,3636,19348,0.5
3689408,2021-03-17,3636,15452,0.5
3689410,2021-03-17,3636,27016,0.5
3689414,2021-03-15,3636,19348,1.25
3689416,2021-03-15,3636,15452,1.5
3689425,2021-03-16,3636,19348,0.5
3689429,2021-03-16,3636,19348,1
3689431,2021-03-16,3636,19348,1
3689437,2021-03-16,3636,15452,1.5
3689439,2021-03-17,3636,19348,2
3689440,2021-03-17,3636,15452,1.5
3689444,2021-03-19,3636,25784,1.5
3689445,2021-03-22,3636,26974,1.5
3689446,2021-03-22,3636,26949,1.5
3689447,2021-03-23,3636,26950,1.5
3689448,2021-03-23,3636,25774,1
3689449,2021-03-26,3636,25776,0.5
3689459,2021-03-30,3636,15452,0.25
3678396,2021-02-03,3636,15452,0.5
3678450,2021-02-04,5727,18201,7.5
3678466,2021-02-04,3636,27004,0.75
3678467,2021-02-04,3636,15452,1.75
3678474,2021-02-04,3636,19348,0.5
3678491,2021-02-04,3636,19348,1.75
3678492,2021-02-03,3636,27008,2
3678493,2021-02-04,3636,27008,1
3678494,2021-02-04,3636,26967,0.75
3678496,2021-02-04,3636,15452,1
3678550,2021-02-05,3636,18285,0.75
3678555,2021-02-05,3636,19348,2
3678557,2021-02-05,5727,18201,7.5
3678564,2021-02-03,3631,21537,7.5
3678565,2021-02-04,3631,21537,7.5
3678566,2021-02-05,3631,21537,7.5
3678567,2021-02-03,5722,18201,7.5
3678568,2021-02-04,5722,18201,7.5
3678569,2021-02-05,5722,18201,5.5
3678570,2021-02-05,3636,15452,1
3678578,2021-02-05,3636,15452,0.5
3678586,2021-02-05,5722,26994,2
3678620,2021-02-05,3636,19348,0.5
3678734,2021-02-08,5727,18201,7.5
3678745,2021-02-08,3636,27022,2
3678749,2021-02-08,3636,15357,2
3678750,2021-02-05,3636,19348,1
3678751,2021-02-05,3636,26978,0.75
3678752,2021-02-05,3636,26896,1
3678769,2021-02-08,3636,19348,1.5
3678771,2021-02-08,3636,15452,0.5
3678808,2021-02-08,3636,19348,0.5
3678809,2021-02-08,3636,15452,0.25
3678810,2021-02-08,3636,19348,0.75
3678861,2021-02-08,3636,26912,1
3678895,2021-02-03,5689,21537,7.5
3678899,2021-02-04,5689,15362,8.5
3678912,2021-02-09,3636,26950,0.5
3678913,2021-02-09,3636,27022,0.5
3678914,2021-02-08,5689,21537,7.5
3678915,2021-02-09,5689,21537,7.5
3678916,2021-02-10,5689,21537,7.5
3678917,2021-02-11,5689,21537,5.5
3678927,2021-02-09,3636,27023,1
3678932,2021-02-09,3636,26967,0.25
3678933,2021-02-09,3636,27017,0.5
3678934,2021-02-09,5727,18201,7.5
3678943,2021-03-05,3631,21537,1.5
3678944,2021-02-26,3631,21537,1.5
3678945,2021-02-19,3631,21537,1.5
3678949,2021-02-12,5689,15362,7.5
3678950,2021-02-09,3636,15452,1
3678965,2021-02-09,3636,26989,0.25
3678966,2021-02-09,3636,15452,1.5
3678967,2021-02-09,3636,15452,2
3679020,2021-02-10,3636,15357,1
3679043,2021-02-10,5727,18201,7.5
3679067,2021-02-10,3636,15452,2
3679068,2021-02-10,3636,19348,1
3679069,2021-02-10,3636,15452,0.5
3679070,2021-02-10,3636,19348,0.25
3679071,2021-02-10,3636,15357,1
3679072,2021-02-10,3636,15357,0.75
3679081,2021-02-10,3636,26949,0.5
3679084,2021-02-10,3636,19348,0.5
3688207,2021-03-15,5689,21537,7.5
3688208,2021-03-16,5689,15362,7.5
3688209,2021-03-17,5689,21537,7.5
3688210,2021-03-18,5689,21537,7.5
3688211,2021-03-22,5689,21537,7.5
3688212,2021-03-23,5689,21537,7.5
3688213,2021-03-24,5689,15362,7.5
3688214,2021-03-25,5689,21537,7.5
3688215,2021-03-26,5689,21537,4.5
3688266,2021-03-24,5727,18201,7.5
3688315,2021-03-23,5722,18201,7.5
